city_ascii,state_id,state_name,county_name,population,density,timezone
Woodbury,MN,Minnesota,Washington,72828,805,America/Chicago
Southfield,MI,Michigan,Oakland,72689,1068,America/Detroit
Maple Grove,MN,Minnesota,Hennepin,72622,860,America/Chicago
Pittsburg,CA,California,Contra Costa,72588,1588,America/Los_Angeles
New Britain,CT,Connecticut,Hartford,72495,2095,America/New_York
Morgantown,WV,West Virginia,Monongalia,72458,1181,America/New_York
Mansfield,TX,Texas,Tarrant,72419,762,America/Chicago
Hammond,LA,Louisiana,Tangipahoa,72413,589,America/Chicago
Dothan,AL,Alabama,Houston,72396,296,America/Chicago
Harrisonburg,VA,Virginia,Harrisonburg,72386,1180,America/New_York
Wenatchee,WA,Washington,Chelan,72350,1312,America/Los_Angeles
Waukesha,WI,Wisconsin,Waukesha,72299,1093,America/Chicago
Ellicott City,MD,Maryland,Howard,72247,930,America/New_York
Pawtucket,RI,Rhode Island,Providence,72117,3212,America/New_York
Redmond,WA,Washington,King,71929,1676,America/Los_Angeles
Lauderhill,FL,Florida,Broward,71868,3256,America/New_York
Sumter,SC,South Carolina,Sumter,71518,469,America/New_York
Redlands,CA,California,San Bernardino,71513,770,America/Los_Angeles
Daphne,AL,Alabama,Baldwin,71484,603,America/Chicago
Mount Vernon,WA,Washington,Skagit,71422,1130,America/Los_Angeles
Weston,FL,Florida,Broward,71166,1117,America/New_York
Saint Charles,MO,Missouri,Saint Charles,71028,1104,America/Chicago
Janesville,WI,Wisconsin,Rock,70755,732,America/Chicago
Sherman,TX,Texas,Grayson,70704,372,America/Chicago
North Richland Hills,TX,Texas,Tarrant,70670,1505,America/Chicago
Broomfield,CO,Colorado,Broomfield,70465,824,America/Denver
El Paso de Robles,CA,California,San Luis Obispo,70248,632,America/Los_Angeles
Bristol,TN,Tennessee,Sullivan,70243,318,America/New_York
Wilmington,DE,Delaware,New Castle,70166,2484,America/New_York
Walnut Creek,CA,California,Contra Costa,70166,1371,America/Los_Angeles
Lynwood,CA,California,Los Angeles,69887,5575,America/Los_Angeles
Glen Burnie,MD,Maryland,Anne Arundel,69813,1555,America/New_York
Lehi,UT,Utah,Utah,69724,960,America/Denver
Passaic,NJ,New Jersey,Passaic,69703,8590,America/New_York
Guaynabo,PR,Puerto Rico,Guaynabo,69697,2233,America/Puerto_Rico
Casas Adobes,AZ,Arizona,Pima,69615,1008,America/Phoenix
Homestead,FL,Florida,Miami-Dade,69523,1779,America/New_York
West Bend,WI,Wisconsin,Washington,69504,804,America/Chicago
Delray Beach,FL,Florida,Palm Beach,69451,1685,America/New_York
Sheboygan,WI,Wisconsin,Sheboygan,69393,1184,America/Chicago
Lake Elsinore,CA,California,Riverside,69283,699,America/Los_Angeles
Daytona Beach,FL,Florida,Volusia,69186,406,America/New_York
Los Lunas,NM,New Mexico,Valencia,69020,331,America/Denver
Lima,OH,Ohio,Allen,68878,1045,America/New_York
Decatur,AL,Alabama,Morgan,68867,388,America/Chicago
Rocklin,CA,California,Placer,68823,1341,America/Los_Angeles
Rogers,AR,Arkansas,Benton,68669,685,America/Chicago
Castle Rock,CO,Colorado,Douglas,68484,771,America/Denver
Hanover,PA,Pennsylvania,York,68165,1641,America/New_York
Bossier City,LA,Louisiana,Bossier,68159,605,America/Chicago
Dubuque,IA,Iowa,Dubuque,68109,729,America/Chicago
Rockville,MD,Maryland,Montgomery,68079,1933,America/New_York
Victoria,TX,Texas,Victoria,68078,694,America/Chicago
Saratoga Springs,NY,New York,Saratoga,68028,388,America/New_York
Gaithersburg,MD,Maryland,Montgomery,67985,2543,America/New_York
Union City,NJ,New Jersey,Hudson,67982,20394,America/New_York
Ames,IA,Iowa,Story,67910,935,America/Chicago
West Des Moines,IA,Iowa,Polk,67899,556,America/Chicago
South San Francisco,CA,California,San Mateo,67789,2837,America/Los_Angeles
Yorba Linda,CA,California,Orange,67644,1316,America/Los_Angeles
Casper,WY,Wyoming,Natrona,67598,843,America/Denver
Palatine,IL,Illinois,Cook,67482,1916,America/Chicago
Corvallis,OR,Oregon,Benton,67467,1592,America/Los_Angeles
Ankeny,IA,Iowa,Polk,67355,862,America/Chicago
Mount Vernon,NY,New York,Westchester,67345,5930,America/New_York
Rowlett,TX,Texas,Dallas,67339,1244,America/Chicago
Lakeville,MN,Minnesota,Dakota,67317,715,America/Chicago
Alpharetta,GA,Georgia,Fulton,67213,964,America/New_York
Poinciana,FL,Florida,Polk,67169,360,America/New_York
